x            y_obs        weight       y_calc       y_bkg        
21.44        4.0          0.25         2.85         1.0          
21.45        -3.29        1.0          2.855        1.0          
21.46        4.0          0.25         2.86         1.0          
21.47        2.0          0.5          2.864        1.0          
21.48        4.738        0.21106      2.869        1.0          
21.49        2.747        0.364        2.874        1.0          
21.5         3.757        0.26619      2.878        1.0          
21.51        2.0          0.5          2.883        1.0          
21.52        4.0          0.25         2.888        1.0          
21.53        2.785        0.35906      2.893        1.0          
21.54        3.0          0.33333      2.897        1.0          
21.55        1.804        0.55426      2.902        1.0          
21.56        3.814        0.2622       2.907        1.0          
21.57        0.824        1.21431      2.912        1.0          
21.58        4.0          0.25         2.917        1.0          
21.59        1.843        0.5426       2.921        1.0          
21.6         3.853        0.25956      2.926        1.0          
21.61        1.0          1.0          2.931        1.0          
21.62        4.0          0.25         2.936        1.0          
21.63        1.0          1.0          2.941        1.0          
21.64        3.892        0.25692      2.946        1.0          
21.65        1.902        0.52569      2.951        1.0          
21.66        3.912        0.25561      2.956        1.0          
21.67        1.0          1.0          2.961        1.0          
21.68        5.0          0.2          2.966        1.0          
21.69        1.0          1.0          2.971        1.0          
21.7         3.953        0.25299      2.976        1.0          
